recorded_at,source,name,line1,line2
2025-01-04T21:00:25.835541+09:00,gs_db,YOMOGI,1 62298U 98067XE  25003.08686843  .00120344  00000+0  16579-2 0  9993,2 62298  51.6362  44.3905 0013869  47.7387 312.4778 15.56229458  3844
2025-01-05T03:00:10.422957+09:00,gs_db,YOMOGI,1 62298U 98067XE  25003.08686843  .00120344  00000+0  16579-2 0  9993,2 62298  51.6362  44.3905 0013869  47.7387 312.4778 15.56229458  3844
2025-01-05T09:00:26.958601+09:00,gs_db,YOMOGI,1 62298U 98067XE  25003.08686843  .00120344  00000+0  16579-2 0  9993,2 62298  51.6362  44.3905 0013869  47.7387 312.4778 15.56229458  3844
2025-01-05T15:00:10.857323+09:00,gs_db,YOMOGI,1 62298U 98067XE  25004.49944629  .00103539  00000+0  14122-2 0  9997,2 62298  51.6363  37.3236 0013983  53.4732 306.7545 15.56570527  4068
2025-01-05T21:00:22.048371+09:00,gs_db,YOMOGI,1 62298U 98067XE  25004.49944629  .00103539  00000+0  14122-2 0  9997,2 62298  51.6363  37.3236 0013983  53.4732 306.7545 15.56570527  4068
2025-01-06T03:00:08.055237+09:00,gs_db,YOMOGI,1 62298U 98067XE  25004.49944629  .00103539  00000+0  14122-2 0  9997,2 62298  51.6363  37.3236 0013983  53.4732 306.7545 15.56570527  4068
2025-01-06T09:00:27.987411+09:00,gs_db,YOMOGI,1 62298U 98067XE  25005.46237697  .00116215  00000+0  15661-2 0  9999,2 62298  51.6367  32.5041 0014048  57.3897 302.8448 15.56837553  4212
2025-01-06T15:00:08.064262+09:00,gs_db,YOMOGI,1 62298U 98067XE  25005.78331853  .00113018  00000+0  15194-2 0  9992,2 62298  51.6365  30.8978 0014101  58.4993 301.7375 15.56914258  4269
2025-01-06T21:00:22.930475+09:00,gs_db,YOMOGI,1 62298U 98067XE  25005.78331853  .00113018  00000+0  15194-2 0  9992,2 62298  51.6365  30.8978 0014101  58.4993 301.7375 15.56914258  4269
2025-01-07T03:00:10.961576+09:00,gs_db,YOMOGI,1 62298U 98067XE  25005.78331853  .00113018  00000+0  15194-2 0  9992,2 62298  51.6365  30.8978 0014101  58.4993 301.7375 15.56914258  4269
2025-01-07T15:00:07.070375+09:00,gs_db,YOMOGI,1 62298U 98067XE  25006.55351096  .00115339  00000+0  15387-2 0  9991,2 62298  51.6362  27.0407 0014086  61.9450 298.2965 15.57110901  4382
2025-01-07T21:00:25.675938+09:00,gs_db,YOMOGI,1 62298U 98067XE  25006.55351096  .00115339  00000+0  15387-2 0  9991,2 62298  51.6362  27.0407 0014086  61.9450 298.2965 15.57110901  4382
2025-01-08T03:00:08.372731+09:00,gs_db,YOMOGI,1 62298U 98067XE  25006.55351096  .00115339  00000+0  15387-2 0  9991,2 62298  51.6362  27.0407 0014086  61.9450 298.2965 15.57110901  4382
2025-01-08T21:00:24.660148+09:00,gs_db,YOMOGI,1 62298U 98067XE  25008.15780097  .00111667  00000+0  14710-2 0  9995,2 62298  51.6367  19.0051 0014167  68.5687 291.6814 15.57463701  4635
2025-01-09T03:00:10.275076+09:00,gs_db,YOMOGI,1 62298U 98067XE  25008.15780097  .00111667  00000+0  14710-2 0  9995,2 62298  51.6367  19.0051 0014167  68.5687 291.6814 15.57463701  4635
2025-01-09T09:00:31.684615+09:00,gs_db,YOMOGI,1 62298U 98067XE  25008.47861598  .00091940  00000+0  12124-2 0  9994,2 62298  51.6363  17.3972 0014206  70.1593 290.0929 15.57525588  4680
2025-01-09T15:00:09.264703+09:00,gs_db,YOMOGI,1 62298U 98067XE  25008.73525927  .00091323  00000+0  12023-2 0  9999,2 62298  51.6362  16.1118 0014249  70.9145 289.3389 15.57571435  4724
2025-01-09T21:00:17.395004+09:00,gs_db,YOMOGI,1 62298U 98067XE  25008.73525927  .00091323  00000+0  12023-2 0  9999,2 62298  51.6362  16.1118 0014249  70.9145 289.3389 15.57571435  4724
2025-01-10T03:00:09.965385+09:00,gs_db,YOMOGI,1 62298U 98067XE  25008.73525927  .00091323  00000+0  12023-2 0  9999,2 62298  51.6362  16.1118 0014249  70.9145 289.3389 15.57571435  4724
2025-01-10T09:00:36.436099+09:00,gs_db,YOMOGI,1 62298U 98067XE  25009.24852042  .00093218  00000+0  12221-2 0  9992,2 62298  51.6361  13.5394 0014254  72.9139 287.3413 15.57674212  4803
2025-01-10T15:00:14.092017+09:00,gs_db,YOMOGI,1 62298U 98067XE  25009.24852042  .00093218  00000+0  12221-2 0  9992,2 62298  51.6361  13.5394 0014254  72.9139 287.3413 15.57674212  4803
2025-01-10T21:00:26.385995+09:00,gs_db,YOMOGI,1 62298U 98067XE  25010.14664801  .00105408  00000+0  13695-2 0  9998,2 62298  51.6358   9.0375 0014266  76.7230 283.5352 15.57857953  4945
2025-01-11T03:00:09.762405+09:00,gs_db,YOMOGI,1 62298U 98067XE  25010.14664801  .00105408  00000+0  13695-2 0  9998,2 62298  51.6358   9.0375 0014266  76.7230 283.5352 15.57857953  4945
2025-01-11T09:00:31.470514+09:00,gs_db,YOMOGI,1 62298U 98067XE  25010.40323490  .00096624  00000+0  12547-2 0  9997,2 62298  51.6358   7.7506 0014252  78.1751 282.0839 15.57912591  4983
2025-01-11T15:00:10.079159+09:00,gs_db,YOMOGI,1 62298U 98067XE  25010.40323490  .00096624  00000+0  12547-2 0  9997,2 62298  51.6358   7.7506 0014252  78.1751 282.0839 15.57912591  4983
2025-01-11T21:00:22.307521+09:00,gs_db,YOMOGI,1 62298U 98067XE  25010.40323490  .00096624  00000+0  12547-2 0  9997,2 62298  51.6358   7.7506 0014252  78.1751 282.0839 15.57912591  4983
