time_utc,+X_HK,-X_HK,+Y_HK,-Y_HK,+Z_HK,-Z_HK,BPB_HK,BAT_HK,COM_UHF_HK,t_s,-X_V,+Y_V,-Y_V,+Z_V,-Z_V,-X_I,+Y_I,-Y_I,+Z_I,-Z_I
2024-09-21T05:21:19Z,-26.318359375,16.12530218324907,11.757226620263603,14.67064573743018,18.69558709370967,6.476680390908243,9.512393464781391,1.9304881567989585,-1.918518196383616,1971379.0,5.33447265625,5.35888671875,5.0994873046875,5.28564453125,4.7607421875,0.0721874999999999,0.1289062499999999,0.00515625,0.0103125,0.00515625
2024-09-21T05:21:25Z,-27.47802734375,15.78973340428091,11.86938271874708,14.894527946185171,18.807242114660394,6.476680390908243,9.624712645898878,1.9304881567989585,-1.918518196383616,1971385.0,5.328369140625,4.7332763671875,5.35888671875,5.33447265625,4.8126220703125,0.0618749999999999,0.00515625,0.1185937499999999,0.0464062499999999,0.00515625
2024-09-21T05:21:30Z,-28.02734375,15.78973340428091,12.317925775420562,14.558692496778248,18.918889108661304,6.364131694298287,9.624712645898878,1.9304881567989585,-1.918518196383616,1971390.0,4.86907958984375,4.98809814453125,5.02166748046875,4.89654541015625,4.8553466796875,0.00515625,0.02578125,0.1804687499999999,0.00515625,0.00515625
2024-09-21T05:21:42Z,-25.89111328125,16.01345399460161,12.093670510996638,14.894527946185171,18.807242114660394,6.251574774663542,9.512393464781391,1.9304881567989585,-1.918518196383616,1971402.0,5.08575439453125,5.3741455078125,4.9163818359375,5.3497314453125,4.74853515625,0.00515625,0.1340625,0.00515625,0.05671875,0.00515625
2024-09-21T05:22:00Z,-25.9521484375,15.677860999112486,11.981530681734744,14.782590886648022,19.8117762980616,6.364131694298287,9.624712645898878,1.9304881567989585,-1.918518196383616,1971420.0,5.37261962890625,4.5196533203125,5.17578125,5.39703369140625,4.9163818359375,0.06703125,0.00515625,0.00515625,0.1185937499999999,0.00515625
2024-09-21T05:22:06Z,-27.05078125,15.230290604246669,11.757226620263603,15.006456917795528,20.034917946936,5.913854659579815,9.512393464781391,1.9304881567989585,-1.918518196383616,1971426.0,4.8187255859375,4.86602783203125,5.34515380859375,5.16510009765625,4.901123046875,0.00515625,0.00515625,0.1907812499999999,0.0,0.00515625
2024-09-21T05:22:17Z,-27.11181640625,15.11837780323198,11.86938271874708,14.446731162936564,21.03865917266899,6.139009630201162,9.737023655982568,1.9304881567989585,-1.918518196383616,1971437.0,4.583740234375,4.62188720703125,4.65545654296875,4.67529296875,4.58831787109375,0.020625,0.0515625,0.165,0.33515625,0.020625
2024-09-21T05:22:22Z,-25.9521484375,15.342195322591463,11.30852083594639,14.67064573743018,21.150145990347696,6.026436259108042,9.512393464781391,1.9304881567989585,-1.918518196383616,1971442.0,5.22003173828125,5.33294677734375,4.84161376953125,5.40008544921875,4.8675537109375,0.00515625,0.0154687499999999,0.00515625,0.1753124999999999,0.00515625
2024-09-21T05:22:34Z,-28.759765625,15.11837780323198,11.86938271874708,14.334761734150211,21.373095655232532,5.913854659579815,9.624712645898878,1.9304881567989585,-1.918518196383616,1971454.0,5.35888671875,4.3792724609375,5.133056640625,5.352783203125,4.8431396484375,0.1289062499999999,0.00515625,0.00515625,0.06703125,0.00515625
2024-09-21T05:22:51Z,-26.98974609375,15.11837780323198,11.645062384513515,14.67064573743018,20.592631960271596,5.576060472337581,9.624712645898878,1.9304881567989585,-1.918518196383616,1971471.0,5.06134033203125,4.88739013671875,5.3680419921875,5.38482666015625,4.736328125,0.00515625,0.00515625,0.06703125,0.1185937499999999,0.00515625
2024-09-21T05:22:57Z,-27.23388671875,15.11837780323198,11.981530681734744,14.334761734150211,20.592631960271596,5.576060472337581,9.737023655982568,1.9304881567989585,-1.918518196383616,1971477.0,4.95758056640625,5.23681640625,4.510498046875,5.3314208984375,4.7882080078125,0.00515625,0.0103125,0.00515625,0.1804687499999999,0.00515625
2024-09-21T05:23:03Z,-26.86767578125,15.342195322591463,11.757226620263603,14.334761734150211,20.81566155824587,5.2381921641763505,9.512393464781391,2.3292111819728234,-1.918518196383616,1971483.0,5.19256591796875,5.377197265625,4.8095703125,5.36041259765625,4.89349365234375,0.00515625,0.1237499999999999,0.00515625,0.06703125,0.00515625
2024-09-21T05:23:09Z,-25.64697265625,15.342195322591463,11.532890009725495,14.894527946185171,20.592631960271596,5.463445941017717,9.737023655982568,2.3292111819728234,-1.918518196383616,1971489.0,5.34210205078125,4.51202392578125,5.18035888671875,5.2947998046875,4.8736572265625,0.1856249999999999,0.00515625,0.00515625,0.020625,0.00515625
2024-09-21T05:23:14Z,-28.57666015625,15.006456917795528,11.532890009725495,14.334761734150211,21.150145990347696,5.463445941017717,9.287730582310576,2.3292111819728234,-1.918518196383616,1971494.0,4.4647216796875,4.73785400390625,5.35430908203125,5.36651611328125,4.85076904296875,0.00515625,0.00515625,0.0773437499999999,0.1082812499999999,0.00515625
2024-09-21T05:23:20Z,-26.9287109375,15.11837780323198,11.757226620263603,14.334761734150211,21.373095655232532,5.688666768000338,9.961621170180972,2.3292111819728234,-1.918518196383616,1971500.0,4.83551025390625,5.0628662109375,4.5928955078125,5.096435546875,4.864501953125,0.00515625,0.1237499999999999,0.00515625,0.2887499999999999,0.00515625
2024-09-21T05:23:26Z,-25.64697265625,15.45409196001725,11.42070949412748,14.334761734150211,21.5960133709372,5.688666768000338,9.849326496815875,2.3292111819728234,-1.918518196383616,1971506.0,4.620361328125,4.67376708984375,4.58984375,4.6905517578125,4.5928955078125,0.05671875,0.29390625,0.0154687499999999,0.43828125,0.020625
2024-09-21T05:23:32Z,-26.98974609375,14.894527946185171,10.85968474191893,14.110798584717829,22.15316797262195,5.576060472337581,9.400066110846684,2.3292111819728234,-1.918518196383616,1971512.0,5.23681640625,4.486083984375,5.303955078125,5.34820556640625,4.852294921875,0.00515625,0.00515625,0.0309374999999999,0.1598437499999999,0.00515625
2024-09-21T05:23:38Z,-28.271484375,15.11837780323198,11.30852083594639,13.998804860558192,22.37597397426438,5.1255529150385435,9.737023655982568,2.3292111819728234,-1.918518196383616,1971518.0,4.67071533203125,4.88128662109375,5.2947998046875,5.2398681640625,4.85382080078125,0.00515625,0.00515625,0.1856249999999999,0.020625,0.00515625
2024-09-21T05:23:44Z,-25.40283203125,15.11837780323198,11.757226620263603,14.110798584717829,22.59874808843989,5.463445941017717,9.961621170180972,2.3292111819728234,-1.918518196383616,1971524.0,4.93011474609375,5.15594482421875,4.53033447265625,5.22003173828125,4.76531982421875,0.00515625,0.020625,0.00515625,0.1701562499999999,0.00515625
2024-09-21T05:23:50Z,-25.830078125,15.342195322591463,11.532890009725495,14.67064573743018,22.48736501642981,5.576060472337581,10.073907677859502,2.3292111819728234,-1.918518196383616,1971530.0,5.33294677734375,5.31005859375,4.9102783203125,5.3436279296875,4.888916015625,0.0876562499999999,0.0309374999999999,0.00515625,0.0876562499999999,0.00515625
2024-09-21T05:23:55Z,-27.35595703125,14.782590886648022,11.981530681734744,14.334761734150211,22.04175300972068,5.2381921641763505,9.624712645898878,2.3292111819728234,-1.918518196383616,1971535.0,4.68597412109375,4.5806884765625,4.6875,4.54559326171875,4.5989990234375,0.3764062499999999,0.0103125,0.4279687499999999,0.00515625,0.02578125
2024-09-21T05:24:01Z,-28.3935546875,15.006456917795528,11.757226620263603,13.774793104561072,22.04175300972068,5.576060472337581,9.737023655982568,2.3292111819728234,-1.918518196383616,1971541.0,4.7149658203125,4.9468994140625,5.27801513671875,5.26580810546875,4.85076904296875,0.00515625,0.00515625,0.1340625,0.0721874999999999,0.00515625
