time_utc,+X_HK,-X_HK,+Y_HK,-Y_HK,+Z_HK,-Z_HK,BPB_HK,BAT_HK,COM_UHF_HK,t_s,-X_V,+Y_V,-Y_V,+Z_V,-Z_V,-X_I,+Y_I,-Y_I,+Z_I,-Z_I
2024-09-08T10:26:02Z,-38.70849609375,3.322202663461084,4.787585703044208,2.645400771586001,1.5167347946245575,4.336847268748858,11.532890009725495,9.093492666745137,12.30212066834514,866462.0,1.31378173828125,1.25732421875,1.2939453125,1.26190185546875,1.31683349609375,0.0,0.00515625,0.00515625,0.0,0.00515625
2024-09-08T10:26:07Z,-38.83056640625,3.0966351399758985,4.562232989789482,2.4197338975154814,1.4038225708564769,3.9987067658494126,11.42070949412748,9.093492666745137,12.30212066834514,866467.0,1.29241943359375,1.27716064453125,1.29241943359375,1.27105712890625,1.30462646484375,0.00515625,0.00515625,0.00515625,0.0,0.00515625
2024-09-08T10:26:13Z,-39.56298828125,2.9838389657888733,4.449544256148815,2.3068880316259346,1.2909020441202337,3.660491913774916,11.30852083594639,9.093492666745137,12.30212066834514,866473.0,1.28936767578125,1.25732421875,1.29241943359375,1.2725830078125,1.30462646484375,0.00515625,0.00515625,0.00515625,0.0,0.00515625
2024-09-08T10:26:19Z,-39.013671875,2.758221783416836,4.336847268748858,2.194033877399203,1.1779732125832076,3.547737099232642,11.30852083594639,9.093492666745137,12.30212066834514,866479.0,1.287841796875,1.2542724609375,1.31072998046875,1.26190185546875,1.30462646484375,0.00515625,0.00515625,0.00515625,0.0,0.00515625
2024-09-08T10:26:25Z,-38.58642578125,2.645400771586001,4.1114285254139915,2.194033877399203,1.0650360744135234,3.0966351399758985,11.19632403340966,9.093492666745137,12.30212066834514,866485.0,1.300048828125,1.2542724609375,1.3031005859375,1.26800537109375,1.30462646484375,0.00515625,0.00515625,0.00515625,0.0,0.00515625
2024-09-08T10:26:37Z,-39.501953125,2.194033877399203,3.773238461846855,1.9683006966273917,0.8391368708409033,2.645400771586001,11.084119084742436,9.093492666745137,12.30212066834514,866497.0,1.2939453125,1.2603759765625,1.29241943359375,1.27410888671875,1.30462646484375,0.00515625,0.00515625,0.00515625,0.00515625,0.00515625
2024-09-08T10:26:43Z,-39.501953125,1.8554216664274072,3.547737099232642,1.7425343405796667,0.7261748017696839,2.4197338975154814,10.971905988170644,9.093492666745137,12.30212066834514,866503.0,1.287841796875,1.25274658203125,1.29852294921875,1.25885009765625,1.3031005859375,0.00515625,0.00515625,0.00515625,0.0,0.00515625
2024-09-08T10:26:49Z,-38.70849609375,1.7425343405796667,3.434974016401032,1.6296387172555882,0.6132044187282482,2.194033877399203,10.85968474191893,9.093492666745137,12.30212066834514,866509.0,1.29241943359375,1.25274658203125,1.2939453125,1.25885009765625,1.30767822265625,0.00515625,0.00515625,0.00515625,0.0,0.00515625
2024-09-08T10:26:55Z,-38.525390625,1.5167347946245575,3.322202663461084,1.4038225708564769,0.3872387033903379,1.9683006966273917,10.74745534421119,9.093492666745137,12.30212066834514,866515.0,1.2908935546875,1.25732421875,1.2908935546875,1.25885009765625,1.30157470703125,0.00515625,0.00515625,0.00515625,0.0,0.00515625
2024-09-08T10:27:01Z,-38.70849609375,1.2909020441202337,3.0966351399758985,1.2909020441202337,0.2742433674195297,1.7425343405796667,10.635217793271323,9.093492666745137,12.30212066834514,866521.0,1.28631591796875,1.25732421875,1.28936767578125,1.2603759765625,1.30157470703125,0.00515625,0.00515625,0.00515625,0.0,0.00515625
