session,downlink_date,pakt_num,time_s,qi,qj,qk,qw,qnorm_raw,wx,wy,wz,wmag,ax,ay,az,sap_xm,sap_yp,sap_ym,sap_zp,sap_zm
20251023,2025-10-23,217,321,-0.199402,-0.666138,-0.310791,0.64801,16384.072692709833,28.966,5.675,-0.907,29.53,0,0,0,29,2154,165,2866,220
20251023,2025-10-23,218,323,-0.02594,-0.709595,-0.130737,0.691895,16384.064239376017,14.751,1.105,0.353,14.797,0,0,0,9,2567,115,2903,232
20251023,2025-10-23,219,324,0.157959,-0.687195,0.04657,0.70752,16383.511772510801,29.03,5.333,-0.602,29.522,0,0,0,439,962,17,2919,20
20251023,2025-10-23,220,326,0.32605,-0.621826,0.223022,0.676208,16383.780546625983,14.375,2.594,0.027,14.607,0,0,0,927,295,18,2876,20
20251023,2025-10-23,221,327,0.480774,-0.526001,0.379395,0.590149,16384.299496774343,29.112,3.216,-0.292,29.29,0,0,0,1207,6,17,2881,46
20251023,2025-10-23,222,329,0.587341,-0.373657,0.525574,0.489136,16384.58208194521,14.26,3.86,-0.273,14.775,0,0,0,670,7,451,2882,21
20251023,2025-10-23,223,330,0.673401,-0.211731,0.622437,0.338013,16383.824278842836,29.215,3.985,-0.053,29.486,0,0,0,73,8,970,2884,21
20251023,2025-10-23,224,332,0.701477,-0.029175,0.689819,0.176697,16383.948303141096,14.25,3.212,-0.33,14.611,0,0,0,12,8,1065,2885,21
20251023,2025-10-23,225,333,0.681274,0.144897,0.717529,0.004883,16384.018310536645,27.535,6.844,0.22,28.374,0,0,0,12,8,1049,2885,86
20251023,2025-10-23,226,335,-0.63501,-0.321167,-0.686829,0.147949,16384.066802842328,13.585,2.041,-1.0,13.774,0,0,0,156,18,581,2885,265
20251023,2025-10-23,227,336,-0.541809,-0.459778,-0.636536,0.299866,16384.40807597272,25.623,6.979,-0.713,26.566,0,0,0,147,590,133,2923,289
20251023,2025-10-23,228,337,-0.419861,-0.560425,-0.559875,0.442871,16383.62688784141,24.661,8.282,0.395,26.017,0,0,0,12,1014,17,2922,160
20251023,2025-10-23,229,339,-0.292236,-0.664978,-0.444641,0.52417,16384.472466332263,12.345,1.29,-1.09,12.46,0,0,0,13,1121,18,2927,31
20251023,2025-10-23,230,340,-0.157349,-0.699158,-0.326355,0.616333,16383.623591867581,22.098,7.937,0.38,23.483,0,0,0,31,1081,18,2887,21
20251023,2025-10-23,231,342,-0.022339,-0.747314,-0.204712,0.631775,16384.199980468988,10.744,0.348,-1.266,10.824,0,0,0,424,648,19,2888,20
20251023,2025-10-23,232,343,0.099243,-0.759888,-0.094482,0.635437,16383.88235431395,18.63,1.982,-2.389,18.887,0,0,0,523,273,19,2891,20
20251023,2025-10-23,233,345,0.1922,-0.731323,0.010925,0.654297,16383.985046379894,7.739,2.974,-0.271,8.295,0,0,0,147,81,140,2893,124
20251023,2025-10-23,234,346,0.285156,-0.709045,0.112671,0.63501,16383.931304787628,16.002,2.186,-0.63,16.163,0,0,0,96,101,226,2893,116
20251023,2025-10-23,235,348,0.364441,-0.658813,0.212341,0.622864,16383.18476365325,7.48,2.459,-0.338,7.881,0,0,0,12,611,144,2889,54
20251023,2025-10-23,236,349,0.444946,-0.595398,0.3125,0.591492,16383.955749451961,16.22,4.398,-0.817,16.825,0,0,0,11,1089,19,2885,20
20251023,2025-10-23,237,351,0.525085,-0.523071,0.409973,0.531616,16384.098937689556,8.899,1.465,-0.203,9.021,0,0,0,13,1095,18,2882,42
20251023,2025-10-23,238,352,0.598755,-0.423279,0.500122,0.460632,16383.808165380844,18.941,3.806,-1.601,19.386,0,0,0,13,839,18,2884,295
20251023,2025-10-23,239,353,0.661194,-0.310608,0.581421,0.358215,16384.188933236823,20.841,2.996,-0.602,21.063,0,0,0,347,545,19,2914,222
20251023,2025-10-23,240,355,0.704712,-0.180359,0.644958,0.234375,16384.420343728976,11.125,1.436,-0.281,11.221,0,0,0,968,158,18,2926,20
20251023,2025-10-23,241,356,0.723938,-0.032715,0.682861,0.092407,16383.960357618056,23.85,2.691,-0.816,24.015,0,0,0,1132,7,17,2884,40
20251023,2025-10-23,242,358,-0.710815,-0.11853,-0.690552,0.062073,16384.186430824084,12.367,1.354,-0.165,12.442,0,0,0,736,8,179,2886,21
20251023,2025-10-23,243,359,-0.661743,-0.269653,-0.664185,0.219482,16383.431508691945,25.706,2.822,-0.335,25.862,0,0,0,142,7,483,2889,48
20251023,2025-10-23,244,361,-0.576904,-0.409973,-0.598633,0.375244,16384.54030481173,13.45,1.398,0.122,13.523,0,0,0,12,8,362,2890,174
20251023,2025-10-23,245,362,-0.448792,-0.530823,-0.49762,0.518799,16383.706143604993,28.327,3.696,0.185,28.567,0,0,0,12,312,120,2888,144
20251023,2025-10-23,246,364,-0.309021,-0.628052,-0.332458,0.632019,16383.342241435354,15.036,0.295,1.403,15.104,0,0,0,13,819,19,2885,20
20251023,2025-10-23,247,365,-0.099304,-0.668945,-0.174011,0.71582,16384.227598516813,31.528,5.52,-1.898,32.064,0,0,0,13,989,18,2883,21
20251023,2025-10-23,248,367,0.098083,-0.66217,0.02655,0.742432,16383.997406005654,16.081,2.153,0.977,16.254,0,0,0,377,715,17,2879,20
20251023,2025-10-23,249,368,0.288513,-0.59613,0.226196,0.714294,16383.939178353905,32.306,5.219,1.905,32.78,0,0,0,922,234,18,2872,19
20251023,2025-10-23,250,369,0.451294,-0.48584,0.408997,0.626892,16383.823668484716,31.986,4.947,2.495,32.463,0,0,0,1164,8,17,2876,20
20251023,2025-10-23,251,371,0.571228,-0.334167,0.559998,0.498413,16383.854461023511,15.588,3.004,1.189,15.919,0,0,0,595,8,486,2876,20
20251023,2025-10-23,252,372,0.64978,-0.158997,0.662415,0.33728,16384.371394716367,30.571,5.566,1.737,31.122,0,0,0,63,7,992,2876,21
20251023,2025-10-23,253,374,0.677612,0.024719,0.716797,0.162659,16384.205504082278,14.673,2.961,0.592,14.981,0,0,0,10,5,1097,2875,20
20251028,2025-10-28,0,6,,,,,0.0,,,,,1711,-9716,-845,14,125,13,2954,1102
20251028,2025-10-28,1,7,,,,,0.0,,,,,3343,-9379,1384,15,204,12,2957,1017
20251028,2025-10-28,2,9,,,,,0.0,,,,,5426,-8404,4204,13,271,13,2952,956
20251028,2025-10-28,3,10,,,,,0.0,,,,,7202,-6991,6791,14,298,12,2955,918
20251028,2025-10-28,4,12,,,,,0.0,,,,,8658,-5230,8950,14,294,13,2955,917
20251028,2025-10-28,5,13,,,,,0.0,,,,,9712,-3265,10634,15,286,13,2955,922
20251028,2025-10-28,6,14,,,,,0.0,,,,,10307,-1144,11793,14,249,13,2958,947
20251028,2025-10-28,7,16,,,,,0.0,,,,,10508,1105,12332,14,207,13,2957,991
20251028,2025-10-28,8,17,,,,,0.0,,,,,-10159,-3205,-12444,14,158,12,2958,1038
20251028,2025-10-28,9,19,,,,,0.0,,,,,-9514,-5236,-11945,142,48,14,2960,981
20251028,2025-10-28,10,20,,,,,0.0,,,,,-8493,-7129,-10954,365,10,14,2956,843
20251028,2025-10-28,11,22,,,,,0.0,,,,,-6842,-8536,-9792,584,10,12,2959,665
20251028,2025-10-28,12,23,,,,,0.0,,,,,-5005,-9892,-7991,789,11,14,2960,462
20251028,2025-10-28,13,25,,,,,0.0,,,,,-2848,-10809,-5839,807,10,215,2958,164
20251028,2025-10-28,14,26,,,,,0.0,,,,,-443,-10785,-3587,630,9,561,2961,16
20251028,2025-10-28,15,28,,,,,0.0,,,,,1929,-10744,-1063,371,10,822,2960,16
20251028,2025-10-28,16,29,,,,,0.0,,,,,4080,-9884,1484,63,11,1119,2962,17
20251028,2025-10-28,17,30,,,,,0.0,,,,,6046,-8633,3957,13,11,1190,2962,16
20251028,2025-10-28,18,32,,,,,0.0,,,,,7926,-7179,6172,14,11,1190,2963,16
20251028,2025-10-28,19,33,,,,,0.0,,,,,9081,-5258,8303,13,10,1162,2964,23
20251028,2025-10-28,20,35,,,,,0.0,,,,,10047,-3231,9889,14,10,984,2965,192
20251028,2025-10-28,21,36,,,,,0.0,,,,,10543,-1160,11070,28,10,721,2966,447
20251028,2025-10-28,22,38,,,,,0.0,,,,,10633,785,11878,188,41,362,2966,691
20251028,2025-10-28,23,39,,,,,0.0,,,,,10454,2774,12191,181,93,30,2966,770
20251028,2025-10-28,24,41,,,,,0.0,,,,,-9853,-4472,-12296,22,534,14,2968,704
20251028,2025-10-28,25,42,,,,,0.0,,,,,-8980,-5997,-12050,14,747,13,2968,495
20251028,2025-10-28,26,44,,,,,0.0,,,,,-7888,-7662,-11298,14,960,12,2970,281
20251028,2025-10-28,27,45,,,,,0.0,,,,,-6497,-8646,-10359,14,1030,12,2970,72
20251028,2025-10-28,28,46,,,,,0.0,,,,,-4865,-9524,-8992,13,1595,13,2969,16
20251028,2025-10-28,29,48,,,,,0.0,,,,,-3033,-10203,-7308,14,1600,13,2970,16
20251028,2025-10-28,30,49,,,,,0.0,,,,,-1242,-10351,-5281,88,1025,12,2971,16
20251028,2025-10-28,31,51,,,,,0.0,,,,,714,-10232,-3070,351,792,13,2973,16
20251028,2025-10-28,32,52,,,,,0.0,,,,,2611,-9843,-617,584,562,14,2972,17
20251028,2025-10-28,33,54,,,,,0.0,,,,,4385,-8986,1941,1015,577,14,2973,29
20251028,2025-10-28,34,55,,,,,0.0,,,,,6042,-7904,4495,765,82,13,2974,265
20251028,2025-10-28,35,57,,,,,0.0,,,,,7494,-6488,6907,855,9,15,2974,757
20251028,2025-10-28,36,58,,,,,0.0,,,,,8643,-4791,9010,274,9,14,2976,829
20251028,2025-10-28,37,59,,,,,0.0,,,,,9431,-2957,10741,63,10,14,2976,1001
20251028,2025-10-28,38,61,,,,,0.0,,,,,9846,-996,12011,14,11,14,2981,1190
20251028,2025-10-28,39,62,,,,,0.0,,,,,9916,1005,12743,14,9,13,2978,1197
20251028,2025-10-28,40,64,,,,,0.0,,,,,-9645,-2909,-12921,13,9,15,2978,1196
20251028,2025-10-28,41,65,,,,,0.0,,,,,-8993,-4830,-12535,17,10,14,2980,1188
20251028,2025-10-28,44,70,,,,,0.0,,,,,-4950,-9245,-8485,13,11,14,2981,1202
20251028,2025-10-28,45,71,,,,,0.0,,,,,-3024,-10117,-6278,14,10,14,2980,1181
20251028,2025-10-28,46,73,,,,,0.0,,,,,-883,-10545,-3784,13,9,14,2980,1206
20251028,2025-10-28,47,74,,,,,0.0,,,,,1320,-10484,-1053,15,10,15,2980,1170
20251028,2025-10-28,48,75,,,,,0.0,,,,,3573,-9948,1736,13,9,14,2978,1162
20251028,2025-10-28,49,77,,,,,0.0,,,,,5663,-8849,4479,13,10,14,2983,1154
20251028,2025-10-28,50,78,,,,,0.0,,,,,7489,-7273,7010,13,10,14,2981,1158
20251028,2025-10-28,51,80,,,,,0.0,,,,,8974,-5360,9171,13,9,14,2981,1221
20251028,2025-10-28,52,81,,,,,0.0,,,,,9980,-3133,10861,13,8,15,2981,1233
20251028,2025-10-28,53,83,,,,,0.0,,,,,10415,-730,12008,13,8,15,2982,1231
20251028,2025-10-28,54,84,,,,,0.0,,,,,10385,1667,12500,13,120,15,2982,1085
20251028,2025-10-28,55,86,,,,,0.0,,,,,-9872,-3956,-12392,13,233,15,2982,968
20251028,2025-10-28,56,87,,,,,0.0,,,,,-8904,-6071,-11761,13,308,15,2983,886
20251028,2025-10-28,57,88,,,,,0.0,,,,,-7571,-7875,-10664,16,372,13,2983,809
20251028,2025-10-28,58,90,,,,,0.0,,,,,-5923,-9456,-9120,13,405,13,2983,765
20251028,2025-10-28,59,91,,,,,0.0,,,,,-3938,-10544,-7323,35,436,15,2984,690
20251028,2025-10-28,60,93,,,,,0.0,,,,,-1784,-11145,-5287,391,306,15,2984,506
20251028,2025-10-28,61,94,,,,,0.0,,,,,415,-11365,-3084,772,143,13,2984,297
20251028,2025-10-28,62,96,,,,,0.0,,,,,2481,-10964,-837,1141,10,15,2985,73
20251028,2025-10-28,63,97,,,,,0.0,,,,,4557,-10388,1409,1252,9,14,2983,17
20251028,2025-10-28,64,99,,,,,0.0,,,,,6269,-9105,3720,1127,9,63,2986,17
20251028,2025-10-28,65,100,,,,,0.0,,,,,7755,-7509,5995,833,10,360,2984,17
20251028,2025-10-28,66,102,,,,,0.0,,,,,9169,-5703,7942,560,10,621,2989,19
20251028,2025-10-28,67,103,,,,,0.0,,,,,9870,-3692,9851,317,8,835,2988,18
20251028,2025-10-28,68,104,,,,,0.0,,,,,10413,-1537,11131,49,9,1065,2988,26
20251028,2025-10-28,69,106,,,,,0.0,,,,,10488,592,12019,12,9,932,2986,219
20251028,2025-10-28,70,107,,,,,0.0,,,,,10063,2474,12618,11,9,674,2986,441
20251028,2025-10-28,71,109,,,,,0.0,,,,,-9454,-4568,-12550,13,9,496,2989,622
20251028,2025-10-28,72,110,,,,,0.0,,,,,-8437,-6190,-12202,13,9,303,2991,839
20251028,2025-10-28,73,112,,,,,0.0,,,,,-7197,-7549,-11396,13,8,96,2991,1050
20251028,2025-10-28,74,113,,,,,0.0,,,,,-5636,-9018,-10157,33,8,15,2992,1199
20251028,2025-10-28,75,115,,,,,0.0,,,,,-4021,-9788,-8613,17,182,15,2991,1016
20251028,2025-10-28,76,116,,,,,0.0,,,,,-2398,-10150,-6720,13,496,15,2992,718
20251028,2025-10-28,77,118,,,,,0.0,,,,,-594,-10474,-4563,13,713,14,2992,486
20251028,2025-10-28,78,119,,,,,0.0,,,,,1314,-10376,-2268,12,871,14,2993,325
20251028,2025-10-28,79,120,,,,,0.0,,,,,3165,-9942,221,13,966,14,2993,233
20251028,2025-10-28,80,122,,,,,0.0,,,,,4905,-9110,2833,13,982,15,2994,218
20251028,2025-10-28,81,123,,,,,0.0,,,,,6564,-7876,5369,12,902,14,2995,281
20251028,2025-10-28,84,128,,,,,0.0,,,,,9776,-2383,11420,26,332,15,2996,804
20251028,2025-10-28,85,129,,,,,0.0,,,,,9986,-226,12529,21,138,15,2996,985
20251028,2025-10-28,86,131,,,,,0.0,,,,,9852,2005,12921,12,13,16,2997,1149
20251028,2025-10-28,87,132,,,,,0.0,,,,,-9182,-4096,-12753,13,8,16,2998,1195
20251028,2025-10-28,88,134,,,,,0.0,,,,,-8139,-6036,-11942,11,8,15,2998,1191
20251028,2025-10-28,89,135,,,,,0.0,,,,,-6719,-7651,-10608,12,10,15,2998,1182
20251028,2025-10-28,90,136,,,,,0.0,,,,,-5016,-9002,-8811,12,8,16,2998,1188
20251028,2025-10-28,91,138,,,,,0.0,,,,,-3122,-9976,-6651,12,7,15,2998,1187
20251028,2025-10-28,92,139,,,,,0.0,,,,,-1061,-10553,-4228,13,8,16,2999,1201
20251028,2025-10-28,93,141,,,,,0.0,,,,,1098,-10709,-1698,12,7,16,2999,1194
20251028,2025-10-28,94,142,,,,,0.0,,,,,3207,-10291,849,12,8,14,2999,1196
20251028,2025-10-28,95,144,,,,,0.0,,,,,5272,-9651,3372,11,8,16,2999,1122
20251028,2025-10-28,96,145,,,,,0.0,,,,,7156,-8431,5719,13,9,76,2999,931
20251028,2025-10-28,97,147,,,,,0.0,,,,,8645,-6621,7973,12,8,185,2999,832
20251028,2025-10-28,98,148,,,,,0.0,,,,,9908,-4564,9777,11,8,502,2998,985
20251028,2025-10-28,99,150,,,,,0.0,,,,,10622,-2196,11206,10,9,361,3001,655
20251028,2025-10-28,100,151,,,,,0.0,,,,,10751,283,12119,12,9,401,3001,637
20251028,2025-10-28,101,152,,,,,0.0,,,,,-10418,-2773,-12336,12,9,355,3000,662
20251028,2025-10-28,102,154,,,,,0.0,,,,,-9424,-4987,-12120,11,8,497,3000,1024
20251028,2025-10-28,103,155,,,,,0.0,,,,,-8080,-6958,-11274,30,7,257,3000,1242
20251028,2025-10-28,104,157,,,,,0.0,,,,,-6406,-8674,-9913,110,7,16,3000,1480
20251028,2025-10-28,105,158,,,,,0.0,,,,,-4431,-9817,-8220,12,27,15,3001,1059
20251028,2025-10-28,106,160,,,,,0.0,,,,,-2236,-10842,-6274,11,483,16,3001,1101
20251028,2025-10-28,107,161,,,,,0.0,,,,,-84,-11203,-4202,11,664,15,3001,881
20251028,2025-10-28,108,163,,,,,0.0,,,,,1908,-10991,-2094,12,563,16,3002,505
20251028,2025-10-28,109,164,,,,,0.0,,,,,3915,-10637,-38,12,1022,15,3002,528
20251028,2025-10-28,110,166,,,,,0.0,,,,,5435,-9662,2235,207,716,15,3003,137
20251028,2025-10-28,111,167,,,,,0.0,,,,,6871,-8478,4431,554,541,16,3003,18
20251028,2025-10-28,112,168,,,,,0.0,,,,,8223,-7061,6500,798,311,15,3004,18
20251028,2025-10-28,113,170,,,,,0.0,,,,,9303,-5392,8402,1322,267,15,3003,18
20251028,2025-10-28,114,171,,,,,0.0,,,,,10019,-3474,10056,1117,8,15,3005,18
20251028,2025-10-28,115,173,,,,,0.0,,,,,10490,-1481,11260,1626,10,16,3005,18
20251028,2025-10-28,116,174,,,,,0.0,,,,,10456,543,12183,1062,8,16,3006,18
20251028,2025-10-28,117,176,,,,,0.0,,,,,9971,2494,12730,823,7,197,3006,26
20251028,2025-10-28,118,177,,,,,0.0,,,,,-9250,-4386,-12691,518,8,364,3006,270
20251028,2025-10-28,119,179,,,,,0.0,,,,,-8086,-6179,-12206,159,8,416,3007,518
20251028,2025-10-28,120,180,,,,,0.0,,,,,-6709,-7548,-11217,11,8,411,3008,701
20251028,2025-10-28,121,182,,,,,0.0,,,,,-5075,-8740,-9770,10,8,308,3008,812
20251028,2025-10-28,122,183,,,,,0.0,,,,,-3234,-9630,-7995,11,7,209,3007,910
20251028,2025-10-28,123,184,,,,,0.0,,,,,-1486,-10111,-5781,11,7,108,3008,1014
20251028,2025-10-28,126,189,,,,,0.0,,,,,4203,-9523,1710,19,27,16,3010,1141
20251028,2025-10-28,127,190,,,,,0.0,,,,,5978,-8612,4212,12,241,17,3010,942
20251028,2025-10-28,128,192,,,,,0.0,,,,,7536,-7273,6629,12,383,16,3009,801
20251028,2025-10-28,129,193,,,,,0.0,,,,,8863,-5640,8745,11,445,16,3011,738
20251028,2025-10-28,130,195,,,,,0.0,,,,,9822,-3691,10524,11,412,15,3010,756
20251028,2025-10-28,131,196,,,,,0.0,,,,,10333,-1515,11847,11,369,16,3011,808
20251028,2025-10-28,132,198,,,,,0.0,,,,,10358,806,12566,11,279,15,3011,878
20251028,2025-10-28,133,199,,,,,0.0,,,,,-9854,-3114,-12650,11,180,14,3012,975
20251028,2025-10-28,134,200,,,,,0.0,,,,,-8890,-5287,-12028,11,78,16,3013,1064
20251028,2025-10-28,135,202,,,,,0.0,,,,,-7433,-7194,-10789,12,15,15,3012,1142
20251028,2025-10-28,136,203,,,,,0.0,,,,,-5569,-8714,-9038,12,8,16,3013,1170
20251028,2025-10-28,137,205,,,,,0.0,,,,,-3434,-9819,-6849,11,8,16,3013,1173
20251028,2025-10-28,138,206,,,,,0.0,,,,,-1157,-10428,-4368,11,7,16,3013,1176
20251028,2025-10-28,139,208,,,,,0.0,,,,,1134,-10525,-1731,11,8,16,3012,1186
20251028,2025-10-28,140,209,,,,,0.0,,,,,3410,-10197,846,10,7,16,3013,1183
20251028,2025-10-28,141,211,,,,,0.0,,,,,5589,-9446,3242,11,7,15,3013,1176
20251028,2025-10-28,142,212,,,,,0.0,,,,,7353,-8169,5574,11,8,16,3013,1172
20251028,2025-10-28,143,213,,,,,0.0,,,,,9145,-6700,7443,97,7,16,3013,1044
20251028,2025-10-28,144,215,,,,,0.0,,,,,10431,-4736,9100,266,8,16,3009,886
20251028,2025-10-28,145,216,,,,,0.0,,,,,10712,-2371,10868,396,7,16,3013,741
20251028,2025-10-28,146,218,,,,,0.0,,,,,10997,-126,11750,364,8,194,3014,549
20251028,2025-10-28,147,219,,,,,0.0,,,,,11041,2208,11889,239,8,434,3013,422
20251028,2025-10-28,148,221,,,,,0.0,,,,,-10139,-4402,-11940,78,8,644,3014,368
20251028,2025-10-28,149,222,,,,,0.0,,,,,-8911,-6462,-11352,8,8,749,3015,363
20251028,2025-10-28,150,224,,,,,0.0,,,,,-7169,-8035,-10408,11,7,745,3014,362
20251028,2025-10-28,151,225,,,,,0.0,,,,,-5218,-9384,-8877,11,7,675,3015,441
20251028,2025-10-28,152,227,,,,,0.0,,,,,-3057,-10258,-7018,11,7,537,3015,587
20251028,2025-10-28,153,228,,,,,0.0,,,,,-873,-10609,-4937,11,7,321,3015,826
20251028,2025-10-28,154,229,,,,,0.0,,,,,1364,-10648,-2823,10,7,16,3015,1108
20251028,2025-10-28,155,231,,,,,0.0,,,,,3346,-10235,-581,15,7,16,3016,1185
20251028,2025-10-28,156,232,,,,,0.0,,,,,5180,-9452,1630,12,345,16,3016,847
20251028,2025-10-28,157,234,,,,,0.0,,,,,7060,-8448,3612,11,644,15,3016,531
20251028,2025-10-28,158,235,,,,,0.0,,,,,8246,-7090,5882,11,857,15,3016,301
20251028,2025-10-28,159,237,,,,,0.0,,,,,9426,-5513,7740,11,1044,16,3017,108
20251028,2025-10-28,160,238,,,,,0.0,,,,,10246,-3766,9395,11,1141,16,3017,18
20251028,2025-10-28,161,240,,,,,0.0,,,,,10564,-1959,10874,119,1033,14,3017,20
20251028,2025-10-28,164,244,,,,,0.0,,,,,-9729,-3781,-12579,826,358,16,3021,20
20251028,2025-10-28,165,245,,,,,0.0,,,,,-8695,-5504,-12187,985,130,16,3019,52
20251028,2025-10-28,166,247,,,,,0.0,,,,,-7316,-7095,-11219,913,6,16,3019,263
20251028,2025-10-28,167,248,,,,,0.0,,,,,-5593,-8385,-9751,717,8,17,3021,478
20251028,2025-10-28,168,250,,,,,0.0,,,,,-3729,-9328,-7763,492,8,17,3020,701
20251028,2025-10-28,169,251,,,,,0.0,,,,,-1674,-9870,-5437,180,6,17,3021,919
20251028,2025-10-28,170,253,,,,,0.0,,,,,405,-10029,-2823,11,9,111,3022,985
20251028,2025-10-28,171,254,,,,,0.0,,,,,2534,-9778,-143,12,8,147,3022,958
20251028,2025-10-28,172,256,,,,,0.0,,,,,4533,-9133,2538,12,7,140,3022,962
20251028,2025-10-28,173,257,,,,,0.0,,,,,6333,-8110,5067,11,7,127,3022,999
20251028,2025-10-28,174,259,,,,,0.0,,,,,7949,-6777,7314,12,7,56,3022,1077
20251028,2025-10-28,175,260,,,,,0.0,,,,,9237,-5067,9207,11,8,16,3023,1155
20251028,2025-10-28,176,261,,,,,0.0,,,,,10183,-3154,10695,44,8,16,3021,1508
20251028,2025-10-28,177,263,,,,,0.0,,,,,10711,-1107,11722,11,7,17,3022,1077
20251028,2025-10-28,178,264,,,,,0.0,,,,,10750,1105,12251,11,7,16,3023,1081
20251028,2025-10-28,179,266,,,,,0.0,,,,,-10303,-3327,-12212,16,7,16,3022,1551
20251028,2025-10-28,180,267,,,,,0.0,,,,,-9433,-5484,-11529,10,6,17,3022,1576
20251028,2025-10-28,181,269,,,,,0.0,,,,,-7997,-7389,-10361,12,7,17,3023,1080
20251028,2025-10-28,182,270,,,,,0.0,,,,,-6011,-8888,-8765,11,8,16,3023,1081
20251028,2025-10-28,183,272,,,,,0.0,,,,,-3833,-10076,-6545,12,8,16,3023,1073
20251028,2025-10-28,184,273,,,,,0.0,,,,,-1305,-10599,-4133,10,6,16,3012,1532
20251028,2025-10-28,185,275,,,,,0.0,,,,,1188,-10620,-1462,8,7,19,3023,1085
20251028,2025-10-28,186,276,,,,,0.0,,,,,3638,-10131,1160,10,7,17,3023,1575
20251028,2025-10-28,187,277,,,,,0.0,,,,,5800,-9070,3698,10,7,16,3024,1562
20251028,2025-10-28,188,279,,,,,0.0,,,,,7731,-7731,5944,11,6,17,3023,1052
20251028,2025-10-28,189,280,,,,,0.0,,,,,9389,-5975,7828,10,249,17,3022,1283
20251028,2025-10-28,190,282,,,,,0.0,,,,,10495,-3933,9442,12,208,16,3023,831
20251028,2025-10-28,191,283,,,,,0.0,,,,,11280,-1737,10498,80,216,16,3022,704
20251028,2025-10-28,192,285,,,,,0.0,,,,,11330,415,11395,582,229,17,3023,737
20251028,2025-10-28,193,286,,,,,0.0,,,,,11145,2497,11708,927,56,16,3023,560
20251028,2025-10-28,194,288,,,,,0.0,,,,,-10609,-4578,-11553,892,7,17,3023,185
20251028,2025-10-28,195,289,,,,,0.0,,,,,-9371,-6211,-11398,1288,7,18,3022,281
20251028,2025-10-28,196,291,,,,,0.0,,,,,-7938,-7817,-10616,941,7,50,3024,38
20251028,2025-10-28,197,292,,,,,0.0,,,,,-6156,-9123,-9415,758,8,330,3022,23
20251028,2025-10-28,198,293,,,,,0.0,,,,,-4136,-9868,-7875,518,7,534,3025,45
20251028,2025-10-28,199,295,,,,,0.0,,,,,-1952,-10514,-5980,259,8,686,3025,135
20251028,2025-10-28,200,296,,,,,0.0,,,,,90,-10507,-3780,20,6,762,3026,300
20251028,2025-10-28,201,298,,,,,0.0,,,,,2087,-10181,-1412,10,8,690,3026,405
20251028,2025-10-28,202,299,,,,,0.0,,,,,4165,-9510,914,12,6,541,3027,573
20251028,2025-10-28,203,301,,,,,0.0,,,,,5842,-8517,3416,11,7,367,3026,753
20251028,2025-10-28,204,302,,,,,0.0,,,,,7482,-7148,5620,11,8,94,3027,1028
20251028,2025-10-28,205,304,,,,,0.0,,,,,8876,-5548,7551,55,7,17,3027,1125
20251028,2025-10-28,206,305,,,,,0.0,,,,,9696,-3977,9448,39,307,16,3027,824
20251028,2025-10-28,207,307,,,,,0.0,,,,,10280,-2117,10863,13,711,16,3028,440
20251028,2025-10-28,208,308,,,,,0.0,,,,,10536,-303,11881,10,960,17,3028,190
20251028,2025-10-28,209,309,,,,,0.0,,,,,10406,1630,12451,11,1091,16,3031,53
20251028,2025-10-28,210,311,,,,,0.0,,,,,-9939,-3545,-12494,12,1131,16,3033,21
20251028,2025-10-28,211,312,,,,,0.0,,,,,-9076,-5388,-12006,8,1123,16,3029,20
20251028,2025-10-28,212,314,,,,,0.0,,,,,-7782,-7064,-10997,12,1070,17,3029,70
20251028,2025-10-28,213,315,,,,,0.0,,,,,-6107,-8498,-9442,22,920,16,3029,192
20251028,2025-10-28,214,317,,,,,0.0,,,,,-4153,-9544,-7353,139,639,16,3029,325
20251028,2025-10-28,215,318,,,,,0.0,,,,,-1912,-10124,-4900,244,361,16,3031,506
20251028,2025-10-28,216,320,,,,,0.0,,,,,380,-10310,-2068,281,84,16,3031,756
20251028,2025-10-28,217,321,,,,,0.0,,,,,2746,-9934,781,195,6,17,3031,945
20251028,2025-10-28,218,323,,,,,0.0,,,,,4942,-9014,3610,30,7,16,3031,1128
20251028,2025-10-28,219,324,,,,,0.0,,,,,6891,-7700,6178,10,7,17,3031,1102
20251028,2025-10-28,220,326,,,,,0.0,,,,,8462,-6012,8424,12,7,119,3032,983
20251028,2025-10-28,221,327,,,,,0.0,,,,,9661,-4043,10199,11,7,160,3032,960
20251028,2025-10-28,222,328,,,,,0.0,,,,,10471,-1919,11398,11,6,153,3032,959
20251028,2025-10-28,223,330,,,,,0.0,,,,,10740,301,12112,12,6,107,3032,987
20251028,2025-10-28,224,331,,,,,0.0,,,,,-10586,-2535,-12245,11,6,50,3032,1064
20251028,2025-10-28,225,333,,,,,0.0,,,,,-9923,-4648,-11924,10,7,17,3031,1099
20251028,2025-10-28,226,334,,,,,0.0,,,,,-9133,-6756,-10803,10,6,17,3031,1110
20251028,2025-10-28,227,336,,,,,0.0,,,,,-7388,-8251,-9805,10,7,52,3032,1065
20251028,2025-10-28,228,337,,,,,0.0,,,,,-5503,-9637,-8078,12,7,149,3031,970
20251028,2025-10-28,229,339,,,,,0.0,,,,,-3416,-10839,-5801,9,7,262,3031,844
20251028,2025-10-28,238,352,,,,,0.0,,,,,11003,985,11691,11,521,17,3032,637
