session,downlink_date,pakt_num,time_s,qi,qj,qk,qw,qnorm_raw,wx,wy,wz,wmag,ax,ay,az,sap_xm,sap_yp,sap_ym,sap_zp,sap_zm
20251028,2025-10-28,239,353,,,,,0.0,,,,,10759,3031,11939,11,747,16,3032,405
20251028,2025-10-28,240,355,,,,,0.0,,,,,-10117,-4962,-11845,18,862,15,3029,248
20251028,2025-10-28,241,356,,,,,0.0,,,,,-9092,-6546,-11489,302,767,18,3031,52
20251028,2025-10-28,242,357,,,,,0.0,,,,,-7764,-8126,-10676,580,586,16,3031,20
20251028,2025-10-28,243,359,,,,,0.0,,,,,-6152,-9149,-9540,785,373,17,3032,21
20251028,2025-10-28,244,360,,,,,0.0,,,,,-4318,-10000,-7997,974,161,17,3032,23
20251028,2025-10-28,245,362,,,,,0.0,,,,,-2408,-10473,-6070,1166,9,17,3034,20
20251028,2025-10-28,246,363,,,,,0.0,,,,,-402,-10541,-3863,1179,8,17,3032,21
20251028,2025-10-28,247,365,,,,,0.0,,,,,1656,-10287,-1476,1107,7,17,3032,56
20251028,2025-10-28,248,366,,,,,0.0,,,,,3592,-9638,1084,833,8,133,3034,138
20251028,2025-10-28,249,368,,,,,0.0,,,,,5433,-8626,3654,485,6,354,3033,267
20251028,2025-10-28,250,369,,,,,0.0,,,,,7022,-7293,6137,84,7,521,3034,453
20251028,2025-10-28,251,371,,,,,0.0,,,,,8385,-5675,8339,11,7,585,3034,529
20251028,2025-10-28,252,372,,,,,0.0,,,,,9015,-4781,9663,10,8,524,3034,581
20251028,2025-10-28,253,373,,,,,0.0,,,,,9007,-4914,9684,10,7,457,3035,651
