epoch_utc,norad,inc_deg,raan_deg,ecc,argp_deg,ma_deg,mm_rev_day
2024-06-20T18:03:09Z,59508,51.6313,293.1827,0.0011389,319.9057,40.1098,15.68688183
2024-08-10T19:36:22Z,59508,51.611,27.2781,0.0013984,288.0051,71.9445,16.24772712
