satellite,instrument,mission,date,downlink_date,path,width,height,bytes,brightness,contrast,status,capture_start,capture_end,time_basis,iso,shutter,exposure_mode,capture_confidence,sha256
KASHIWA,CAM,,2024-07-18,2024-07-21,data/downlink/01_kashiwa/images/cam/kashiwa_20240718T1501_0017f9226a.jpg,640.0,480.0,61183,62.08,90.43,ok,2024-07-18T15:01:00+09:00,2024-07-18T15:04:00+09:00,uplink+timer,,,preset-day,high,0017f9226a074f1c522abb45e450f9553dfe92ad4cce317757b0f5fa0c9a16b2
KASHIWA,CAM,,2024-07-18,2024-07-21,data/downlink/01_kashiwa/images/cam/kashiwa_20240718T1501_86235ebddf.jpg,640.0,480.0,61061,58.17,88.98,ok,2024-07-18T15:01:00+09:00,2024-07-18T15:04:00+09:00,uplink+timer,,,preset-day,high,86235ebddfb54d3e0ad63270120103b9297a5d86599ca0365f9b6ae20c524c7d
KASHIWA,CAM,,2024-07-22,2024-07-23,data/downlink/01_kashiwa/images/cam/kashiwa_20240722T1726_0177b8f109.jpg,640.0,480.0,29158,128.69,51.09,ok,2024-07-22T17:26:00+09:00,2024-07-22T17:31:00+09:00,uplink+timer,,,preset-day,high,0177b8f10963d057754af27b7a13f187567c1f48a8a7bdaa5478fdd78fad1329
KASHIWA,CAM,,2024-07-22,2024-07-23,data/downlink/01_kashiwa/images/cam/kashiwa_20240722T1726_5a3d225a3f.jpg,640.0,480.0,28792,130.4,31.05,ok,2024-07-22T17:26:00+09:00,2024-07-22T17:31:00+09:00,uplink+timer,,,preset-day,high,5a3d225a3f276dca1c5c14343f1b3ac72a9348feeb2506b8f5d9b76297a3ad10
KASHIWA,CAM,,2024-07-22,2024-07-23,data/downlink/01_kashiwa/images/cam/kashiwa_20240722T1726_ae4b16aec8.jpg,640.0,480.0,10553,131.36,32.39,ok,2024-07-22T17:26:00+09:00,2024-07-22T17:31:00+09:00,uplink+timer,,,preset-day,high,ae4b16aec805f1f992cd44776930c835b05c3d5b82f91404f29b9a3bffcbd344
KASHIWA,CAM,,2024-07-22,2024-07-23,data/downlink/01_kashiwa/images/cam/kashiwa_20240722T1726_cc81bbcd2d.jpg,640.0,480.0,37088,125.86,62.78,ok,2024-07-22T17:26:00+09:00,2024-07-22T17:31:00+09:00,uplink+timer,,,preset-day,high,cc81bbcd2d585ceaf9b45831e2b26f531082737d48b13ac2fd60ee7eabc25575
KASHIWA,CAM,,2024-07-22,2024-07-23,data/downlink/01_kashiwa/images/cam/kashiwa_20240722T1726_dee88c6a2f.jpg,640.0,480.0,27145,130.4,31.05,ok,2024-07-22T17:26:00+09:00,2024-07-22T17:31:00+09:00,uplink+timer,,,preset-day,high,dee88c6a2f9264f0d3acd91c94187883ce80379bf4065fff4876f76f6f4d9206
KASHIWA,CAM,,2024-07-22,2024-07-24,data/downlink/01_kashiwa/images/cam/kashiwa_20240722T1726_91f202fb0c.jpg,640.0,480.0,61793,115.66,59.4,ok,2024-07-22T17:26:00+09:00,2024-07-22T17:31:00+09:00,uplink+timer,,,preset-day,high,91f202fb0cc358ace219bdc182cb4381f6208d4c340bd4c2021aca788ea7af8c
KASHIWA,CAM,,2024-07-22,2024-07-24,data/downlink/01_kashiwa/images/cam/kashiwa_20240722T1726_d1b8351b1c.jpg,640.0,480.0,61671,120.41,65.52,ok,2024-07-22T17:26:00+09:00,2024-07-22T17:31:00+09:00,uplink+timer,,,preset-day,high,d1b8351b1cddc8ef4adaeca13d80d578acdc1ff1c42348083aac5c352f0f6d53
KASHIWA,CAM,,2024-07-22,2024-07-24,data/downlink/01_kashiwa/images/cam/kashiwa_20240722T1726_d5640c172b.jpg,640.0,480.0,63135,127.05,10.02,ok,2024-07-22T17:26:00+09:00,2024-07-22T17:31:00+09:00,uplink+timer,,,preset-day,high,d5640c172b9855d9445b88eab5669349da084ade7d5bf13a51ea61dd6c207941
KASHIWA,CAM,,2024-07-22,2024-07-24,data/downlink/01_kashiwa/images/cam/kashiwa_20240722T1726_d8cbdd2661.jpg,640.0,480.0,67771,75.03,54.67,ok,2024-07-22T17:26:00+09:00,2024-07-22T17:31:00+09:00,uplink+timer,,,preset-day,high,d8cbdd2661f9a0402836979c4fd19285c373aeee795c10411df8eea2415cc8fb
KASHIWA,CAM,,2024-07-22,2024-07-24,data/downlink/01_kashiwa/images/cam/kashiwa_20240722T1726_ed0d4d8ae3.jpg,640.0,480.0,63135,114.06,73.31,ok,2024-07-22T17:26:00+09:00,2024-07-22T17:31:00+09:00,uplink+timer,,,preset-day,high,ed0d4d8ae3f207f62f67a0fae812c2a24315c1515e54718d9cde1d989db9c2e8
KASHIWA,CAM,,2024-07-22,2024-07-25,data/downlink/01_kashiwa/images/cam/kashiwa_20240722T1726_26e5db1850.jpg,640.0,480.0,64233,106.25,61.01,ok,2024-07-22T17:26:00+09:00,2024-07-22T17:31:00+09:00,uplink+timer,,,preset-day,high,26e5db1850e5ed8b7f9a3a426042cc4ae0c6c58d88100912b3d8cb68a9846f41
KASHIWA,CAM,,2024-07-22,2024-07-25,data/downlink/01_kashiwa/images/cam/kashiwa_20240722T1726_a2dc37e757.jpg,640.0,480.0,70638,156.93,77.64,ok,2024-07-22T17:26:00+09:00,2024-07-22T17:31:00+09:00,uplink+timer,,,preset-day,high,a2dc37e75747366e06096ac444d88522e3f48049c14c94cad732936a0639b601
KASHIWA,CAM,,2024-07-22,2024-07-25,data/downlink/01_kashiwa/images/cam/kashiwa_20240722T1726_bf635e4ee2.jpg,640.0,480.0,71309,85.55,63.62,ok,2024-07-22T17:26:00+09:00,2024-07-22T17:31:00+09:00,uplink+timer,,,preset-day,high,bf635e4ee23975208cc06f5e24e92667e03b8b112927ef663cb19f370b0ad1aa
KASHIWA,CAM,,2024-07-22,2024-07-25,data/downlink/01_kashiwa/images/cam/kashiwa_20240722T1726_e7bb78129d.jpg,640.0,480.0,71858,102.86,65.64,ok,2024-07-22T17:26:00+09:00,2024-07-22T17:31:00+09:00,uplink+timer,,,preset-day,high,e7bb78129dea2640443b5f6ce69ee72cbd173c8187f7379ee36e300ea02e6954
KASHIWA,CAM,,2024-07-22,2024-07-26,data/downlink/01_kashiwa/images/cam/kashiwa_20240722T1726_2f2fb45101.jpg,640.0,480.0,80032,97.48,68.83,ok,2024-07-22T17:26:00+09:00,2024-07-22T17:31:00+09:00,uplink+timer,,,preset-day,high,2f2fb45101ee63ad38aeb3aa6fceb3b441ecb77b61e4059934493e46b9f12c43
KASHIWA,CAM,,2024-07-26,2024-07-26,data/downlink/01_kashiwa/images/cam/kashiwa_20240726T1223_fae6f35d54.jpg,640.0,480.0,8479,117.41,33.63,ok,2024-07-26T12:23:00+09:00,2024-07-26T12:26:00+09:00,uplink+timer,,,preset-day,high,fae6f35d5466138332da9b0431e79cf25f21af30fc98af310bbbd025b6019123
KASHIWA,CAM,,2024-07-26,2024-07-26,data/downlink/01_kashiwa/images/cam/kashiwa_20240726T1223_ff60cf71a8.jpg,640.0,480.0,22021,119.11,36.9,ok,2024-07-26T12:23:00+09:00,2024-07-26T12:26:00+09:00,uplink+timer,,,preset-day,high,ff60cf71a8cf6c3ba4413d210ed18efb2bb68e4d1d88ce71b3139494906d5333
KASHIWA,CAM,,2024-07-27,2024-07-27,data/downlink/01_kashiwa/images/cam/kashiwa_20240727T2009_19ac3930fa.jpg,640.0,480.0,7808,115.99,38.4,ok,2024-07-27T20:09:00+09:00,2024-07-27T20:12:00+09:00,uplink+timer,,,preset-day,high,19ac3930fa40d614672c5540bea4dd0943e67655c8d044f3ef74637137fd5205
KASHIWA,CAM,,2024-07-26,2024-07-27,data/downlink/01_kashiwa/images/cam/kashiwa_20240726T1223_2359af9ab5.jpg,640.0,480.0,34648,25.81,65.83,ok,2024-07-26T12:23:00+09:00,2024-07-26T12:26:00+09:00,uplink+timer,,,preset-day,high,2359af9ab528f933948cfbe06de57614fc03ba58ddedbfd9e4a7b09840fcfa8b
KASHIWA,CAM,,2024-07-26,2024-07-27,data/downlink/01_kashiwa/images/cam/kashiwa_20240726T1223_e0407bb5ad.jpg,640.0,480.0,34099,113.52,41.21,ok,2024-07-26T12:23:00+09:00,2024-07-26T12:26:00+09:00,uplink+timer,,,preset-day,high,e0407bb5ad860169491f1ef078071dccf9b8accacede64ae7351eb0597c6c427
KASHIWA,CAM,,2024-07-26,2024-07-27,data/downlink/01_kashiwa/images/cam/kashiwa_20240726T1223_e870406604.jpg,640.0,480.0,34770,26.36,66.06,ok,2024-07-26T12:23:00+09:00,2024-07-26T12:26:00+09:00,uplink+timer,,,preset-day,high,e870406604e2f6cf5a5c14a4cf2983049a9203824662de67ca45bbe8f26903da
KASHIWA,CAM,,2024-07-27,2024-07-28,data/downlink/01_kashiwa/images/cam/kashiwa_20240727T2009_476e6e15f3.jpg,640.0,480.0,39589,61.42,72.21,ok,2024-07-27T20:09:00+09:00,2024-07-27T20:12:00+09:00,uplink+timer,,,preset-day,high,476e6e15f38107d6b54388efe86f676980520af0f125d2e5d998223db4046c1f
KASHIWA,CAM,,2024-07-27,2024-07-28,data/downlink/01_kashiwa/images/cam/kashiwa_20240727T2009_85bfd8ed84.jpg,640.0,480.0,46543,80.64,104.85,ok,2024-07-27T20:09:00+09:00,2024-07-27T20:12:00+09:00,uplink+timer,,,preset-day,high,85bfd8ed8467e056794eb0cce9186b50ca645c56babce4275e3b1da390ec3d45
KASHIWA,CAM,,2024-07-27,2024-07-28,data/downlink/01_kashiwa/images/cam/kashiwa_20240727T2009_a30e7b78f4.jpg,640.0,480.0,32269,77.15,72.25,ok,2024-07-27T20:09:00+09:00,2024-07-27T20:12:00+09:00,uplink+timer,,,preset-day,high,a30e7b78f4ff5e770518730071f7e2223a29163ed69df63fb33c981ec94f503f
KASHIWA,CAM,,2024-07-27,2024-07-28,data/downlink/01_kashiwa/images/cam/kashiwa_20240727T2009_ab6621c177.jpg,640.0,480.0,33489,74.96,73.01,ok,2024-07-27T20:09:00+09:00,2024-07-27T20:12:00+09:00,uplink+timer,,,preset-day,high,ab6621c177a7e4ca94006dc011cf60ada4a3343883aea48e5df49776bb7214c5
KASHIWA,CAM,,2024-07-27,2024-07-29,data/downlink/01_kashiwa/images/cam/kashiwa_20240727T2009_026cd723b7.jpg,640.0,480.0,48678,53.45,86.95,ok,2024-07-27T20:09:00+09:00,2024-07-27T20:12:00+09:00,uplink+timer,,,preset-day,high,026cd723b793c0a11971c2d50249e515732cec5f34e678d7a0ba5affa8a1c6d3
KASHIWA,CAM,,2024-07-29,2024-07-29,data/downlink/01_kashiwa/images/cam/kashiwa_20240729T1252_ff97951374.jpg,640.0,480.0,21228,99.86,51.18,ok,2024-07-29T12:52:00+09:00,2024-07-29T12:56:00+09:00,uplink+timer,,,preset-day,high,ff97951374daa9030e66a53e48bfdc642573b9bad4f1729dd7f48b08a35ec0f0
KASHIWA,CAM,,2024-07-29,2024-07-30,data/downlink/01_kashiwa/images/cam/kashiwa_20240729T1252_096e109423.jpg,640.0,480.0,46360,126.8,77.46,ok,2024-07-29T12:52:00+09:00,2024-07-29T12:56:00+09:00,uplink+timer,,,preset-day,high,096e109423298d3a77829c3e6b7e3b0f5c7686eed360eee7c4431f21842cc244
KASHIWA,CAM,,2024-07-29,2024-07-30,data/downlink/01_kashiwa/images/cam/kashiwa_20240729T1252_2ff074753b.jpg,640.0,480.0,46482,126.43,77.63,ok,2024-07-29T12:52:00+09:00,2024-07-29T12:56:00+09:00,uplink+timer,,,preset-day,high,2ff074753b6ef0c979fe894a7868373fcbb45274f5b54bf5e9f9517574705b81
KASHIWA,CAM,,2024-07-29,2024-07-30,data/downlink/01_kashiwa/images/cam/kashiwa_20240729T1252_9f374b7bce.jpg,640.0,480.0,44591,119.78,73.27,ok,2024-07-29T12:52:00+09:00,2024-07-29T12:56:00+09:00,uplink+timer,,,preset-day,high,9f374b7bcea54b8355256c4e5a5a8f23b9d9af6081f1f78616ec0e785e3436ea
KASHIWA,CAM,,2024-07-29,2024-07-30,data/downlink/01_kashiwa/images/cam/kashiwa_20240729T1252_d53ff975dc.jpg,640.0,480.0,44957,117.35,76.3,ok,2024-07-29T12:52:00+09:00,2024-07-29T12:56:00+09:00,uplink+timer,,,preset-day,high,d53ff975dcf508168b38c37723095edb13ee575f65ef64aed7a2b27547f5c14f
KASHIWA,CAM,,2024-07-29,2024-07-31,data/downlink/01_kashiwa/images/cam/kashiwa_20240729T1252_e5c5e0c8e4.jpg,640.0,480.0,49105,130.51,82.71,ok,2024-07-29T12:52:00+09:00,2024-07-29T12:56:00+09:00,uplink+timer,,,preset-day,high,e5c5e0c8e42d5ed2a1ac540607b69c94fc9029e38f208fdcad23d467ee4ba413
KASHIWA,CAM,,2024-07-29,2024-08-01,data/downlink/01_kashiwa/images/cam/kashiwa_20240729T1252_4faccedff6.jpg,640.0,480.0,55632,94.22,96.76,ok,2024-07-29T12:52:00+09:00,2024-07-29T12:56:00+09:00,uplink+timer,,,preset-day,high,4faccedff605b2f9e558e620f636ab40653b061fe5fa6d978a4cbcb56448868d
KASHIWA,CAM,,2024-07-29,2024-08-01,data/downlink/01_kashiwa/images/cam/kashiwa_20240729T1252_6a58c684e4.jpg,640.0,480.0,54900,122.21,91.32,ok,2024-07-29T12:52:00+09:00,2024-07-29T12:56:00+09:00,uplink+timer,,,preset-day,high,6a58c684e4d2408d350cdc6352fd8f8ae847d8be2c4aeb22f8dd1e49743230a9
