recorded_at,source,name,line1,line2
2024-09-28T15:00:07.183609+09:00,gs_db,SAKURA,1 60954U 98067WU  24271.00759477  .00162474  00000+0  21339-2 0  9992,2 60954  51.6350 170.1359 0008426  52.3712 307.8044 15.57412794  4456
2024-09-28T21:00:16.755923+09:00,gs_db,SAKURA,1 60954U 98067WU  24271.97000025  .00156083  00000+0  20290-2 0  9990,2 60954  51.6365 165.3138 0008130  55.8120 304.3642 15.57714765  4602
2024-09-29T03:00:08.379871+09:00,gs_db,SAKURA,1 60954U 98067WU  24271.97000025  .00156083  00000+0  20290-2 0  9990,2 60954  51.6365 165.3138 0008130  55.8120 304.3642 15.57714765  4602
2024-09-29T09:00:14.276845+09:00,gs_db,SAKURA,1 60954U 98067WU  24271.97000025  .00156083  00000+0  20290-2 0  9990,2 60954  51.6365 165.3138 0008130  55.8120 304.3642 15.57714765  4602
2024-09-29T15:00:07.321642+09:00,gs_db,SAKURA,1 60954U 98067WU  24272.93221904  .00172650  00000+0  22139-2 0  9990,2 60954  51.6360 160.4899 0007878  59.5687 300.6083 15.58018305  4756
2024-09-29T21:00:18.802421+09:00,gs_db,SAKURA,1 60954U 98067WU  24272.93221904  .00172650  00000+0  22139-2 0  9990,2 60954  51.6360 160.4899 0007878  59.5687 300.6083 15.58018305  4756
2024-09-30T03:00:09.43984+09:00,gs_db,SAKURA,1 60954U 98067WU  24273.38118811  .00156646  00000+0  20026-2 0  9992,2 60954  51.6356 158.2392 0007711  61.0057 299.1707 15.58160975  4823
2024-09-30T09:00:16.734847+09:00,gs_db,SAKURA,1 60954U 98067WU  24273.38118811  .00156646  00000+0  20026-2 0  9992,2 60954  51.6356 158.2392 0007711  61.0057 299.1707 15.58160975  4823
2024-09-30T15:00:07.255202+09:00,gs_db,SAKURA,1 60954U 98067WU  24273.95836738  .00183451  00000+0  23178-2 0  9995,2 60954  51.6357 155.3434 0007426  63.7345 296.4409 15.58375719  4914
2024-09-30T21:00:15.654545+09:00,gs_db,SAKURA,1 60954U 98067WU  24273.95836738  .00183451  00000+0  23178-2 0  9995,2 60954  51.6357 155.3434 0007426  63.7345 296.4409 15.58375719  4914
2024-10-01T03:00:06.609099+09:00,gs_db,SAKURA,1 60954U 98067WU  24273.95836738  .00183451  00000+0  23178-2 0  9995,2 60954  51.6357 155.3434 0007426  63.7345 296.4409 15.58375719  4914
2024-10-01T09:00:19.806536+09:00,gs_db,SAKURA,1 60954U 98067WU  24273.95836738  .00183451  00000+0  23178-2 0  9995,2 60954  51.6357 155.3434 0007426  63.7345 296.4409 15.58375719  4914
2024-10-01T15:00:07.266573+09:00,gs_db,SAKURA,1 60954U 98067WU  24274.92015848  .00190570  00000+0  23736-2 0  9994,2 60954  51.6353 150.5153 0007144  66.8779 293.2966 15.58730513  5064
2024-10-01T21:00:16.422401+09:00,gs_db,SAKURA,1 60954U 98067WU  24274.92015848  .00190570  00000+0  23736-2 0  9994,2 60954  51.6353 150.5153 0007144  66.8779 293.2966 15.58730513  5064
2024-10-02T03:00:09.53229+09:00,gs_db,SAKURA,1 60954U 98067WU  24274.92015848  .00190570  00000+0  23736-2 0  9994,2 60954  51.6353 150.5153 0007144  66.8779 293.2966 15.58730513  5064
2024-10-02T09:00:17.775264+09:00,gs_db,SAKURA,1 60954U 98067WU  24275.36891979  .00190896  00000+0  23630-2 0  9994,2 60954  51.6350 148.2625 0007019  68.7489 291.4253 15.58893938  5137
2024-10-02T15:00:07.686894+09:00,gs_db,SAKURA,1 60954U 98067WU  24275.88173187  .00190980  00000+0  23472-2 0  9993,2 60954  51.6346 145.6873 0006900  70.9104 289.2635 15.59083512  5213
2024-10-02T21:00:13.787592+09:00,gs_db,SAKURA,1 60954U 98067WU  24275.88173187  .00190980  00000+0  23472-2 0  9993,2 60954  51.6346 145.6873 0006900  70.9104 289.2635 15.59083512  5213
2024-10-03T03:00:07.449713+09:00,gs_db,SAKURA,1 60954U 98067WU  24275.88173187  .00190980  00000+0  23472-2 0  9993,2 60954  51.6346 145.6873 0006900  70.9104 289.2635 15.59083512  5213
2024-10-03T09:00:17.445915+09:00,gs_db,SAKURA,1 60954U 98067WU  24275.88173187  .00190980  00000+0  23472-2 0  9993,2 60954  51.6346 145.6873 0006900  70.9104 289.2635 15.59083512  5213
2024-10-03T15:00:10.664362+09:00,gs_db,SAKURA,1 60954U 98067WU  24276.84308058  .00205916  00000+0  24903-2 0  9993,2 60954  51.6342 140.8577 0006493  74.6663 285.5048 15.59457446  5369
2024-10-03T21:00:21.984165+09:00,gs_db,SAKURA,1 60954U 98067WU  24276.90716190  .00216406  00000+0  26106-2 0  9993,2 60954  51.6342 140.5354 0006427  75.2825 284.8880 15.59486502  5375
2024-10-04T03:00:09.954165+09:00,gs_db,SAKURA,1 60954U 98067WU  24276.90716190  .00216406  00000+0  26106-2 0  9993,2 60954  51.6342 140.5354 0006427  75.2825 284.8880 15.59486502  5375
2024-10-04T09:00:13.95055+09:00,gs_db,SAKURA,1 60954U 98067WU  24276.90716190  .00216406  00000+0  26106-2 0  9993,2 60954  51.6342 140.5354 0006427  75.2825 284.8880 15.59486502  5375
2024-10-04T15:00:10.20841+09:00,gs_db,SAKURA,1 60954U 98067WU  24277.86826096  .00223564  00000+0  26552-2 0  9994,2 60954  51.6343 135.7040 0006077  77.7606 282.4068 15.59873501  5527
2024-10-04T21:00:22.990126+09:00,gs_db,SAKURA,1 60954U 98067WU  24277.86826096  .00223564  00000+0  26552-2 0  9994,2 60954  51.6343 135.7040 0006077  77.7606 282.4068 15.59873501  5527
2024-10-05T03:00:08.112843+09:00,gs_db,SAKURA,1 60954U 98067WU  24277.86826096  .00223564  00000+0  26552-2 0  9994,2 60954  51.6343 135.7040 0006077  77.7606 282.4068 15.59873501  5527
2024-10-05T09:00:19.438147+09:00,gs_db,SAKURA,1 60954U 98067WU  24277.99638876  .00224969  00000+0  26657-2 0  9991,2 60954  51.6342 135.0597 0006039  78.4612 281.7058 15.59929572  5542
2024-10-05T15:00:10.379217+09:00,gs_db,SAKURA,1 60954U 98067WU  24278.82910794  .00225473  00000+0  26351-2 0  9998,2 60954  51.6338 130.8707 0005745  80.4522 279.7121 15.60290651  5672
2024-10-05T21:00:15.180103+09:00,gs_db,SAKURA,1 60954U 98067WU  24278.82910794  .00225473  00000+0  26351-2 0  9998,2 60954  51.6338 130.8707 0005745  80.4522 279.7121 15.60290651  5672
2024-10-06T03:00:08.033655+09:00,gs_db,SAKURA,1 60954U 98067WU  24278.82910794  .00225473  00000+0  26351-2 0  9998,2 60954  51.6338 130.8707 0005745  80.4522 279.7121 15.60290651  5672
2024-10-06T09:00:23.360948+09:00,gs_db,SAKURA,1 60954U 98067WU  24278.82910794  .00225473  00000+0  26351-2 0  9998,2 60954  51.6338 130.8707 0005745  80.4522 279.7121 15.60290651  5672
2024-10-06T15:00:10.677502+09:00,gs_db,SAKURA,1 60954U 98067WU  24279.85372342  .00214368  00000+0  24665-2 0  9990,2 60954  51.6331 125.7127 0005265  85.0864 275.0730 15.60740007  5839
2024-10-06T21:00:14.263451+09:00,gs_db,SAKURA,1 60954U 98067WU  24279.85372342  .00214368  00000+0  24665-2 0  9990,2 60954  51.6331 125.7127 0005265  85.0864 275.0730 15.60740007  5839
2024-10-07T03:00:08.674416+09:00,gs_db,SAKURA,1 60954U 98067WU  24279.85372342  .00214368  00000+0  24665-2 0  9990,2 60954  51.6331 125.7127 0005265  85.0864 275.0730 15.60740007  5839
2024-10-07T09:00:23.784522+09:00,gs_db,SAKURA,1 60954U 98067WU  24279.98178043  .00213174  00000+0  24483-2 0  9998,2 60954  51.6331 125.0682 0005191  85.2955 274.8631 15.60792049  5851
2024-10-07T15:00:16.191796+09:00,gs_db,SAKURA,1 60954U 98067WU  24279.98178043  .00213174  00000+0  24483-2 0  9998,2 60954  51.6331 125.0682 0005191  85.2955 274.8631 15.60792049  5851
2024-10-07T21:00:22.064711+09:00,gs_db,SAKURA,1 60954U 98067WU  24280.94206564  .00220556  00000+0  24915-2 0  9998,2 60954  51.6332 120.2308 0004952  87.3979 272.7581 15.61197880  6009
2024-10-08T03:00:07.795473+09:00,gs_db,SAKURA,1 60954U 98067WU  24280.94206564  .00220556  00000+0  24915-2 0  9998,2 60954  51.6332 120.2308 0004952  87.3979 272.7581 15.61197880  6009
2024-10-08T09:00:19.112685+09:00,gs_db,SAKURA,1 60954U 98067WU  24280.94206564  .00220556  00000+0  24915-2 0  9998,2 60954  51.6332 120.2308 0004952  87.3979 272.7581 15.61197880  6009
2024-10-08T15:00:11.457529+09:00,gs_db,SAKURA,1 60954U 98067WU  24281.83808274  .00271745  00000+0  29957-2 0  9990,2 60954  51.6329 115.7144 0004661  89.6639 270.4889 15.61656138  6144
